//Index	  Name							Damage	 MP		BP		Range	Radio	Delay	Type   Effect	ReqLevel	ReqEnergy	ReqLeadership	ReqKillCount   ReqGuildStatus	DW		DK		FE		MG		DL		SU		RF		GL		RW		SL		GC		KUN		LEM		KIN		ALC
375		  "时空之翼防御强化"				0		 0		 0		 0		 0		 0		 *		0		 0			0			0				0			   0				3		0		0		0		0		0		0		0		0		0		0		0		0		0		0
377		  "时空之翼攻击强化"				0		 0		 0		 0		 0		 0		 *		0		 0			0			0				0			   0				3		0		0		0		0		0		0		0		0		0		0		0		0		0		0
378		  "火龙强化"						25		 55		 0		 0		 6		 0		 3		0		 35			0			0				0			   0				3		0		0		0		0		0		0		0		0		0		0		0		0		0		0
379		  "掌心雷强化"						17		 20		 0		 6		 0		 0		 2		0		 13			0			0				0			   0				3		0		0		0		0		0		0		0		0		0		0		0		0		0		0
380		  "法神附体强化"					0		 220	 55		 0		 0		 0		 *		138		 160		0			0				0			   0				3		0		0		0		0		0		0		0		0		0		0		0		0		0		0
381		  "毁灭烈焰强化"					100		 220	 0		 0		 6		 0		 3		0		 88			0			0				0			   0				3		0		0		0		0		0		0		0		0		0		0		0		0		0		0
382		  "爆炎强化"						70		 165	 0		 0		 6		 0		 2		0		 80			0			0				0			   0				3		0		0		0		0		0		0		0		0		0		0		0		0		0		0
383		  "法神附体精通"					0		 220	 55		 0		 0		 0		 *		139		 220		0			0				0			   0				3		0		0		0		0		0		0		0		0		0		0		0		0		0		0
384		  "毒咒强化"						12		 46		 0		 6		 0		 0		 1		55		 30			0			0				0			   0				3		0		0		0		0		0		0		0		0		0		0		0		0		0		0
385		  "黑龙波强化"						45		 108	 0		 0		 6		 0		 *		0		 50			0			0				0			   0				3		0		0		0		0		0		0		0		0		0		0		0		0		0		0
386		  "魔法精通"						0		 0		 0		 0		 0		 0		 *		0		 50			0			0				0			   0				3		0		0		0		0		0		0		0		0		0		0		0		0		0		0
387		  "毒炎强化"						95		 120	 10		 6		 4		 0		 1		55		 96			0			0				0			   0				3		0		0		0		0		0		0		0		0		0		0		0		0		0		0
388		  "地狱火强化"						120		 176	 0		 0		 6		 0		 3		0		 60			0			0				0			   0				3		0		0		0		0		0		0		0		0		0		0		0		0		0		0
389		  "冰封术强化"						10		 42		 0		 6		 0		 0		 0		56		 25			0			0				0			   0				3		0		0		0		0		0		0		0		0		0		0		0		0		0		0
390		  "陨石强化"						21		 13		 0		 6		 0		 0		 4		0		 21			0			0				0			   0				3		0		0		0		0		0		0		0		0		0		0		0		0		0		0
391		  "暴风雪强化"						80		 110	 5		 6		 4		 0		 0		56		 93			0			0				0			   0				3		0		0		0		0		0		0		0		0		0		0		0		0		0		0
392		  "毁灭烈焰强化"					22		 198	 49		 0		 6		 0		 3		0		 100		0			0				0			   0				3		0		0		0		0		0		0		0		0		0		0		0		0		0		0
393		  "暴风雪精通"					80		 110	 5		 6		 4		 0		 0		56		 93			0			0				0			   0				3		0		0		0		0		0		0		0		0		0		0		0		0		0		0
394		  "陨石精通"						21		 14		 0		 6		 0		 0		 4		0		 21			0			0				0			   0				3		0		0		0		0		0		0		0		0		0		0		0		0		0		0
397		  "单手杖强化"						0		 0		 0		 0		 0		 0		 *		0		 0			0			0				0			   0				3		0		0		3		0		0		0		0		0		0		0		0		0		0		0
398		  "双手杖强化"						0		 0		 0		 0		 0		 0		 *		0		 0			0			0				0			   0				3		0		0		3		0		0		0		0		0		0		0		0		0		0		0
399		  "盾牌强化"						0		 0		 0		 0		 0		 0		 *		0		 0			0			0				0			   0				3		0		0		0		0		0		0		0		0		0		0		0		0		0		0
400		  "单手杖精通"					0		 0		 0		 0		 0		 0		 *		0		 0			0			0				0			   0				3		0		0		3		0		0		0		0		0		0		0		0		0		0		0
401		  "双手杖精通"					0		 0		 0		 0		 0		 0		 *		0		 0			0			0				0			   0				3		0		0		3		0		0		0		0		0		0		0		0		0		0		0
402		  "盾牌精通"						0		 0		 0		 0		 0		 0		 *		0		 0			0			0				0			   0				3		0		0		0		0		0		0		0		0		0		0		0		0		0		0
403		  "守护之魂强化"					0		 77		 27		 6		 0		 0		 *		4		 77			0			0				0			   0				3		0		0		0		0		0		0		0		0		0		0		0		0		0		0
404		  "守护之魂熟练"					0		 84		 27		 6		 0		 0		 *		4		 77			0			0				0			   0				3		0		0		0		0		0		0		0		0		0		0		0		0		0		0
405		  "最小魔法攻击力提高"				0		 0		 0		 0		 0		 0		 *		0		 0			0			0				0			   0				3		0		0		3		0		0		0		0		0		0		0		0		0		0		0
406		  "守护之魂精通"					0		 92		 28		 6		 0		 0		 *		140		 0			0			0				0			   0				3		0		0		0		0		0		0		0		0		0		0		0		0		0		0
407		  "最大魔法值提高"					0		 0		 0		 0		 0		 0		 *		0		 0			0			0				0			   0				3		0		0		3		0		0		0		0		0		0		0		0		0		0		0
410		  "幻影之翼防御强化"				0		 0		 0		 0		 0		 0		 *		0		 0			0			0				0			   0				0		0		3		0		0		0		0		0		0		0		0		0		0		0		0
411		  "五重箭强化"						40		 11		 7		 0		 6		 0		 *		0		 100		0			0				0			   0				0		0		3		0		0		0		0		0		0		0		0		0		0		0		0
412		  "幻影之翼攻击强化"				0		 0		 0		 0		 0		 0		 *		0		 0			0			0				0			   0				0		0		3		0		0		0		0		0		0		0		0		0		0		0		0
413		  "治疗强化"						0		 22		 0		 6		 0		 0		 *		0		 0			0			0				0			   0				0		0		3		0		0		0		0		0		0		0		0		0		0		0		0
414		  "多重箭强化"						0		 5		 0		 0		 6		 0		 *		0		 0			0			0				0			   0				0		0		3		0		0		0		0		0		0		0		0		0		0		0		0
415		  "召唤兽强化 (1)"					0		 0		 0		 0		 0		 0		 *		0		 41			0			0				0			   0				0		0		3		0		0		0		0		0		0		0		0		0		0		0		0
416		  "穿透箭强化"						70		 10		 11		 0		 6		 0		 5		0		 130		0			0				0			   0				0		0		3		0		0		0		0		0		0		0		0		0		0		0		0
417		  "防御力提高强化"					0		 33		 0		 6		 0		 0		 *		2		 13			0			0				0			   0				0		0		3		0		0		0		0		0		0		0		0		0		0		0		0
418		  "多重箭精通"					0		 9		 0		 0		 6		 0		 *		0		 0			0			0				0			   0				0		0		3		0		0		0		0		0		0		0		0		0		0		0		0
419		  "召唤兽强化 (2)"					0		 0		 0		 0		 0		 0		 *		0		 41			0			0				0			   0				0		0		3		0		0		0		0		0		0		0		0		0		0		0		0
420		  "攻击力提高强化"					0		 44		 0		 6		 0		 0		 *		1		 18			0			0				0			   0				0		0		3		0		0		0		0		0		0		0		0		0		0		0		0
421		  "武器精通"						0		 0		 0		 0		 0		 0		 *		0		 0			0			0				0			   0				0		0		3		0		0		0		0		0		0		0		0		0		0		0		0
422		  "攻击力提高精通"					0		 48		 0		 6		 0		 0		 *		1		 18			0			0				0			   0				0		0		3		0		0		0		0		0		0		0		0		0		0		0		0
423		  "防御力提高精通"					0		 36		 0		 6		 0		 0		 *		2		 13			0			0				0			   0				0		0		3		0		0		0		0		0		0		0		0		0		0		0		0
424		  "冰箭强化"						105		 15		 18		 8		 0		 0		 0		57		 0			0			0				0			   0				0		0		3		0		0		0		0		0		0		0		0		0		0		0		0
425		  "驱散"							0		 72		 10		 6		 0		 3000	 *		0		 0			0			0				0			   0				0		0		3		0		0		0		0		0		0		0		0		0		0		0		0
426		  "组队治疗"						0		 66		 12		 6		 6		 10000	 *		0		 0			0			0				0			   0				0		0		3		0		0		0		0		0		0		0		0		0		0		0		0
427		  "毒箭"							27		 22		 27		 6		 0		 10000	 1		159		 0			0			0				0			   0				0		0		3		0		0		0		0		0		0		0		0		0		0		0		0
428		  "召唤兽强化 (3)"					0		 0		 0		 0		 0		 0		 *		0		 41			0			0				0			   0				0		0		3		0		0		0		0		0		0		0		0		0		0		0		0
429		  "组队治疗强化"					22		 72		 13		 6		 6		 10000	 *		0		 0			0			0				0			   0				0		0		3		0		0		0		0		0		0		0		0		0		0		0		0
430		  "祝福"							0		 108	 18		 6		 0		 3000	 *		142		 0			0			0				0			   0				0		0		3		0		0		0		0		0		0		0		0		0		0		0		0
431		  "五重箭精通"					40		 12		 8		 0		 6		 0		 *		0		 100		0			0				0			   0				0		0		3		0		0		0		0		0		0		0		0		0		0		0		0
432		  "萨迪洛斯召唤"					0		 525	 52		 0		 0		 0		 *		0		 0			0			0				0			   0				0		0		3		0		0		0		0		0		0		0		0		0		0		0		0
433		  "祝福强化"						0		 118	 20		 6		 0		 3000	 *		142		 0			0			0				0			   0				0		0		3		0		0		0		0		0		0		0		0		0		0		0		0
434		  "毒箭强化"						27		 24		 29		 6		 0		 10000	 1		160		 0			0			0				0			   0				0		0		3		0		0		0		0		0		0		0		0		0		0		0		0
435		  "弓类强化"						0		 0		 0		 0		 0		 0		 *		0		 0			0			0				0			   0				0		0		3		0		0		0		0		0		0		0		0		0		0		0		0
436		  "弩类强化"						0		 0		 0		 0		 0		 0		 *		0		 0			0			0				0			   0				0		0		3		0		0		0		0		0		0		0		0		0		0		0		0
437		  "盾牌类强化"						0		 0		 0		 0		 0		 0		 *		0		 0			0			0				0			   0				0		0		3		0		0		0		0		0		0		0		0		0		0		0		0
438		  "弓类精通"						0		 0		 0		 0		 0		 0		 *		0		 0			0			0				0			   0				0		0		3		0		0		0		0		0		0		0		0		0		0		0		0
439		  "弩类强化"						0		 0		 0		 0		 0		 0		 *		0		 0			0			0				0			   0				0		0		3		0		0		0		0		0		0		0		0		0		0		0		0
440		  "盾牌类精通"						0		 0		 0		 0		 0		 0		 *		0		 0			0			0				0			   0				0		0		3		0		0		0		0		0		0		0		0		0		0		0		0
441		  "无影箭强化"						0		 55		 11		 0		 0		 200	 *		143		 220		0			0				0			   0				0		0		3		0		0		0		0		0		0		0		0		0		0		0		0
442		  "最小攻击力提高"					0		 0		 0		 0		 0		 0		 *		0		 0			0			0				0			   0				0		0		3		0		0		0		0		0		0		0		0		0		0		0		0
443		  "最大攻击力提高"					0		 0		 0		 0		 0		 0		 *		0		 0			0			0				0			   0				0		0		3		0		0		0		0		0		0		0		0		0		0		0		0
446		  "次元之翼防御强化"				0		 0		 0		 0		 0		 0		 *		0		 0			0			0				0			   0				0		0		0		0		0		3		0		0		0		0		0		0		0		0		0
447		  "次元之翼攻击强化"				0		 0		 0		 0		 0		 0		 *		0		 0			0			0				0			   0				0		0		0		0		0		3		0		0		0		0		0		0		0		0		0
448		  "火属性之书强化"					0		 0		 0		 0		 0		 0		 *		0		 0			0			0				0			   0				0		0		0		0		0		3		0		0		0		0		0		0		0		0		0
449		  "风属性之书强化"					0		 0		 0		 0		 0		 0		 *		0		 0			0			0				0			   0				0		0		0		0		0		3		0		0		0		0		0		0		0		0		0
450		  "雷属性之书强化"					0		 0		 0		 0		 0		 0		 *		0		 0			0			0				0			   0				0		0		0		0		0		3		0		0		0		0		0		0		0		0		0
451		  "火属性之书精通"					0		 0		 0		 0		 0		 0		 *		0		 0			0			0				0			   0				0		0		0		0		0		3		0		0		0		0		0		0		0		0		0
452		  "风属性之书精通"					0		 0		 0		 0		 0		 0		 *		0		 0			0			0				0			   0				0		0		0		0		0		3		0		0		0		0		0		0		0		0		0
453		  "雷属性之书精通"					0		 0		 0		 0		 0		 0		 *		0		 0			0			0				0			   0				0		0		0		0		0		3		0		0		0		0		0		0		0		0		0
454		  "昏睡术强化"						0		 30		 7		 6		 0		 0		 *		72		 40			0			0				0			   0				0		0		0		0		0		3		0		0		0		0		0		0		0		0		0
455		  "链雷咒强化"						70		 103	 0		 6		 3		 0		 2		0		 75			0			0				0			   0				0		0		0		0		0		3		0		0		0		0		0		0		0		0		0
456		  "烈光闪强化"						95		 125	 10		 0		 5		 0		 2		85		 93			0			0				0			   0				0		0		0		0		0		3		0		0		0		0		0		0		0		0		0
457		  "魔法精通"						0		 0		 0		 0		 0		 0		 *		0		 0			0			0				0			   0				0		0		0		0		0		3		0		0		0		0		0		0		0		0		0
458		  "摄魂咒强化"						35		 57		 0		 6		 0		 0		 *		0		 35			0			0				0			   0				0		0		0		0		0		3		0		0		0		0		0		0		0		0		0
459		  "虚弱阵强化"						3		 55		 17		 0		 5		 4000	 *		162		 93			0			0				0			   0				0		0		0		0		0		3		0		0		0		0		0		0		0		0		0
460		  "破御阵强化"						3		 77		 17		 0		 5		 4000	 *		163		 111		0			0				0			   0				0		0		0		0		0		3		0		0		0		0		0		0		0		0		0
461		  "蒙眼煞"						0		 115	 25		 3		 0		 10000	 *		73		 0			0			0				0			   0				0		0		0		0		0		3		0		0		0		0		0		0		0		0		0
462		  "摄魂咒精通"					35		 62		 0		 6		 0		 0		 *		0		 35			0			0				0			   0				0		0		0		0		0		3		0		0		0		0		0		0		0		0		0
463		  "蒙眼煞强化"						0		 126	 27		 3		 0		 10000	 *		144		 0			0			0				0			   0				0		0		0		0		0		3		0		0		0		0		0		0		0		0		0
465		  "法杖强化"						0		 0		 0		 0		 0		 0		 *		0		 0			0			0				0			   0				0		0		0		0		0		3		0		0		0		0		0		0		0		0		0
466		  "异界之书强化"					0		 0		 0		 0		 0		 0		 *		0		 0			0			0				0			   0				0		0		0		0		0		3		0		0		0		0		0		0		0		0		0
467		  "法杖精通"						0		 0		 0		 0		 0		 0		 *		0		 0			0			0				0			   0				0		0		0		0		0		3		0		0		0		0		0		0		0		0		0
468		  "异界之书精通"					0		 0		 0		 0		 0		 0		 *		0		 0			0			0				0			   0				0		0		0		0		0		3		0		0		0		0		0		0		0		0		0
469		  "狂暴术强化"						0		 150	 65		 0		 0		 0		 *		150		 83			0			0				0			   0				0		0		0		0		0		3		0		0		0		0		0		0		0		0		0
470		  "狂暴术熟练"					0		 165	 82		 0		 0		 0		 *		151		 83			0			0				0			   0				0		0		0		0		0		3		0		0		0		0		0		0		0		0		0
471		  "最小魔法攻击力/诅咒力提高"		0		 0		 0		 0		 0		 0		 *		0		 0			0			0				0			   0				0		0		0		0		0		3		0		0		0		0		0		0		0		0		0
472		  "狂暴术精通"					0		 181	 90		 5		 0		 0		 *		152		 83			0			0				0			   0				0		0		0		0		0		3		0		0		0		0		0		0		0		0		0
473		  "最大魔法攻击力/诅咒力提高"		0		 0		 0		 0		 0		 0		 *		0		 0			0			0				0			   0				0		0		0		0		0		3		0		0		0		0		0		0		0		0		0
476		  "毁灭之翼防御强化"				0		 0		 0		 0		 0		 0		 *		0		 0			0			0				0			   0				0		0		0		3		0		0		0		0		0		0		0		0		0		0		0
478		  "毁灭之翼攻击强化"				0		 0		 0		 0		 0		 0		 *		0		 0			0			0				0			   0				0		0		0		3		0		0		0		0		0		0		0		0		0		0		0
479		  "旋风斩强化"						0		 9		 0		 2		 0		 0		 *		0		 0			0			0				0			   0				0		0		0		3		0		0		0		0		0		0		0		0		0		0		0
480		  "掌心雷强化"						17		 20		 0		 6		 0		 0		 2		0		 13			0			0				0			   0				0		0		0		3		0		0		0		0		0		0		0		0		0		0		0
481		  "霹雳回旋斩强化"					0		 10		 10		 0		 3		 0		 5		0		 0			0			0				0			   0				0		0		0		3		0		0		0		0		0		0		0		0		0		0		0
482		  "天雷闪强化"						0		 15		 0		 0		 5		 0		 *		0		 0			0			0				0			   0				0		0		0		3		0		0		0		0		0		0		0		0		0		0		0
483		  "火龙强化"						25		 55		 0		 0		 6		 0		 3		0		 35			0			0				0			   0				0		0		0		3		0		0		0		0		0		0		0		0		0		0		0
484		  "爆炎强化"						70		 165	 0		 0		 6		 0		 2		0		 80			0			0				0			   0				0		0		0		3		0		0		0		0		0		0		0		0		0		0		0
485		  "武器精通"						0		 0		 0		 0		 0		 0		 *		0		 0			0			0				0			   0				0		0		0		3		0		0		0		0		0		0		0		0		0		0		0
486		  "毁灭烈焰强化"					100		 220	 0		 0		 6		 0		 3		0		 88			0			0				0			   0				0		0		0		3		0		0		0		0		0		0		0		0		0		0		0
487		  "黑龙波强化"						45		 108	 0		 0		 6		 0		 *		0		 50			0			0				0			   0				0		0		0		3		0		0		0		0		0		0		0		0		0		0		0
488		  "魔法精通"						0		 0		 0		 0		 0		 0		 *		0		 0			0			0				0			   0				0		0		0		3		0		0		0		0		0		0		0		0		0		0		0
489		  "冰封强化"						10		 42		 0		 6		 0		 0		 0		56		 25			0			0				0			   0				0		0		0		3		0		0		0		0		0		0		0		0		0		0		0
490		  "玄月斩强化"						80		 15		 22		 2		 6		 0		 1		58		 0			0			0				0			   0				0		0		0		3		0		0		0		0		0		0		0		0		0		0		0
491		  "冰封精通"						1		 46		 0		 6		 0		 0		 0		56		 25			0			0				0			   0				0		0		0		3		0		0		0		0		0		0		0		0		0		0		0
492		  "火剑袭强化"						140		 30		 37		 0		 5		 0		 3		83		 0			0			0				0			   0				0		0		0		3		0		0		0		0		0		0		0		0		0		0		0
493		  "玄月斩精通"					80		 17		 24		 2		 6		 0		 1		164		 0			0			0				0			   0				0		0		0		3		0		0		0		0		0		0		0		0		0		0		0
494		  "火剑袭精通"					140		 33		 40		 0		 5		 0		 3		83		 0			0			0				0			   0				0		0		0		3		0		0		0		0		0		0		0		0		0		0		0
495		  "地牢术"						26		 180	 15		 0		 4		 10000	 4		147		 0			0			0				0			   0				3		0		0		3		0		0		0		0		0		0		0		0		0		0		0
496		  "闪电轰顶强化"					110		 132	 11		 0		 6		 0		 5		0		 220		0			0				0			   0				0		0		0		3		0		0		0		0		0		0		0		0		0		0		0
497		  "地牢术强化"						26		 198	 17		 0		 4		 10000	 0		147		 0			0			0				0			   0				3		0		0		3		0		0		0		0		0		0		0		0		0		0		0
505		  "帝王披风防御强化"				0		 0		 0		 0		 0		 0		 *		0		 0			0			0				0			   0				0		0		0		0		3		0		0		0		0		0		0		0		0		0		0
506		  "统率属性提高"					0		 0		 0		 0		 0		 0		 *		0		 0			0			0				0			   0				0		0		0		0		3		0		0		0		0		0		0		0		0		0		0
507		  "帝王披风攻击强化"				0		 0		 0		 0		 0		 0		 *		0		 0			0			0				0			   0				0		0		0		0		3		0		0		0		0		0		0		0		0		0		0
508		  "星云火链强化"					100		 25		 0		 6		 3		 0		 *		0		 74			0			0				0			   0				0		0		0		0		3		0		0		0		0		0		0		0		0		0		0
509		  "冲击波强化"						50		 15		 0		 4		 3		 0		 *		0		 0			0			0				0			   0				0		0		0		0		3		0		0		0		0		0		0		0		0		0		0
510		  "黑王马强化"						0		 0		 0		 0		 0		 0		 *		0		 0			0			0				0			   0				0		0		0		0		3		0		0		0		0		0		0		0		0		0		0
511		  "致命圣印强化"					0		 75		 75		 6		 6		 0		 *		5		 82			0			0				0			   0				0		0		0		0		3		0		0		0		0		0		0		0		0		0		0
512		  "地裂强化"						150		 0		 75		 0		 5		 10000	 2		0		 0			0			0				0			   0				0		0		0		0		3		0		0		0		0		0		0		0		0		0		0
513		  "武器精通"						0		 0		 0		 0		 0		 0		 *		0		 0			0			0				0			   0				0		0		0		0		3		0		0		0		0		0		0		0		0		0		0
514		  "星云火链精通"					100		 27		 0		 6		 3		 0		 *		0		 74			0			0				0			   0				0		0		0		0		3		0		0		0		0		0		0		0		0		0		0
515		  "致命一击增加强化 (2)"			0		 82		 82		 6		 6		 0		 *		5		 82			0			0				0			   0				0		0		0		0		3		0		0		0		0		0		0		0		0		0		0
516		  "地裂精通"						150		 0		 75		 0		 5		 10000	 2		0		 0			0			0				0			   0				0		0		0		0		3		0		0		0		0		0		0		0		0		0		0
517		  "致命一击增加强化 (3)"			0		 100	 100	 6		 6		 0		 *		148		 82			0			0				0			   0				0		0		0		0		3		0		0		0		0		0		0		0		0		0		0
518		  "火舞旋风强化"					130		 45		 11		 4		 6		 0		 *		0		 102		0			0				0			   0				0		0		0		0		3		0		0		0		0		0		0		0		0		0		0
519		  "闪电之舞强化"					250		 0		 150	 10		 0		 5000	 *		0		 92			0			0				0			   0				0		0		0		0		3		0		0		0		0		0		0		0		0		0		0
520		  "火舞旋风精通"					130		 49		 12		 4		 6		 32		 *		0		 102		0			0				0			   0				0		0		0		0		3		0		0		0		0		0		0		0		0		0		0
521		  "钢铁防御"						0		 64		 29		 0		 0		 60000	 *		134		 0			0			0				0			   0				0		0		0		0		3		0		0		0		0		0		0		0		0		0		0
522		  "致命圣印精通"					0		 110	 110	 6		 6		 300	 *		149		 0			0			0				0			   0				0		0		0		0		3		0		0		0		0		0		0		0		0		0		0
523		  "黑暗之力强化"					190		 75		 22		 0		 6		 0		 *		0		 100		0			0				0			   0				0		0		0		0		3		0		0		0		0		0		0		0		0		0		0
524		  "钢铁防御强化"					0		 70		 31		 0		 0		 60000	 *		165		 0			0			0				0			   0				0		0		0		0		3		0		0		0		0		0		0		0		0		0		0
526		  "天鹰强化"						0		 0		 0		 0		 0		 0		 *		0		 0			0			0				0			   0				0		0		0		0		3		0		0		0		0		0		0		0		0		0		0
527		  "权杖强化"						0		 0		 0		 0		 0		 0		 *		0		 0			0			0				0			   0				0		0		0		0		3		0		0		0		0		0		0		0		0		0		0
528		  "盾牌强化"						0		 0		 0		 0		 0		 0		 *		0		 0			0			0				0			   0				0		0		0		0		3		0		0		0		0		0		0		0		0		0		0
529		  "权杖强化 : 宠物强化"				0		 0		 0		 0		 0		 0		 *		0		 0			0			0				0			   0				0		0		0		0		3		0		0		0		0		0		0		0		0		0		0
530		  "天鹰强化 (2)"					0		 0		 0		 0		 0		 0		 *		0		 0			0			0				0			   0				0		0		0		0		3		0		0		0		0		0		0		0		0		0		0
531		  "权杖精通"						0		 0		 0		 0		 0		 0		 *		0		 0			0			0				0			   0				0		0		0		0		3		0		0		0		0		0		0		0		0		0		0
532		  "盾牌精通"						0		 0		 0		 0		 0		 0		 *		0		 0			0			0				0			   0				0		0		0		0		3		0		0		0		0		0		0		0		0		0		0
533		  "统帅攻击力 增加"				0		 0		 0		 0		 0		 0		 *		0		 0			0			0				0			   0				0		0		0		0		3		0		0		0		0		0		0		0		0		0		0
534		  "天鹰强化 (3)"					0		 0		 0		 0		 0		 0		 *		0		 0			0			0				0			   0				0		0		0		0		3		0		0		0		0		0		0		0		0		0		0
535		  "宠物生命值强化"					0		 0		 0		 0		 0		 0		 *		0		 0			0			0				0			   0				0		0		0		0		3		0		0		0		0		0		0		0		0		0		0
536		  "天鹰强化 (4)"					0		 0		 0		 0		 0		 0		 *		0		 0			0			0				0			   0				0		0		0		0		3		0		0		0		0		0		0		0		0		0		0
538		  "天鹰强化 (5)"					0		 0		 0		 0		 0		 0		 *		0		 0			0			0				0			   0				0		0		0		0		3		0		0		0		0		0		0		0		0		0		0
539		  "精神之王"						0		 0		 0		 0		 0		 0		 *		0		 0			0			0				0			   0				0		0		0		0		3		0		0		0		0		0		0		0		0		0		0
549		  "武者披风防御强化"				0		 0		 0		 0		 0		 0		 *		0		 0			0			0				0			   0				0		0		0		0		0		0		3		0		0		0		0		0		0		0		0
550		  "武者披风攻击强化"				0		 0		 0		 0		 0		 0		 *		0		 0			0			0				0			   0				0		0		0		0		0		0		3		0		0		0		0		0		0		0		0
551		  "幽冥青狼拳强化"					0		 10		 0		 2		 0		 0		 4		76		 0			0			0				0			   0				0		0		0		0		0		0		3		0		0		0		0		0		0		0		0
552		  "斗气爆裂拳强化"					0		 10		 0		 2		 0		 0		 3		58		 0			0			0				0			   0				0		0		0		0		0		0		3		0		0		0		0		0		0		0		0
554		  "幽冥青狼拳精通"					0		 10		 0		 2		 0		 0		 4		76		 0			0			0				0			   0				0		0		0		0		0		0		3		0		0		0		0		0		0		0		0
555		  "斗气爆裂拳精通"					0		 10		 0		 2		 0		 0		 3		58		 0			0			0				0			   0				0		0		0		0		0		0		3		0		0		0		0		0		0		0		0
556		  "防御成功率增加"					0		 0		 0		 0		 0		 0		 *		0		 0			0			0				0			   0				0		0		0		0		0		0		3		0		0		0		0		0		0		0		0
557		  "武器精通"						0		 0		 0		 0		 0		 0		 *		0		 0			0			0				0			   0				0		0		0		0		0		0		3		0		0		0		0		0		0		0		0
558		  "回旋踢强化"						0		 22		 22		 4		 0		 700	 0		86		 150		0			0				0			   0				0		0		0		0		0		0		3		0		0		0		0		0		0		0		0
559		  "幽冥光速拳强化"					0		 84		 0		 4		 3		 0		 5		0		 180		0			0				0			   0				0		0		0		0		0		0		3		0		0		0		0		0		0		0		0
560		  "炎龙拳强化"						0		 60		 33		 3		 5		 700	 4		0		 150		0			0				0			   0				0		0		0		0		0		0		3		0		0		0		0		0		0		0		0
561		  "炎龙拳精通"					0		 66		 36		 3		 5		 700	 4		0		 150		0			0				0			   0				0		0		0		0		0		0		3		0		0		0		0		0		0		0		0
562		  "回旋踢精通"					0		 24		 22		 4		 0		 700	 0		86		 150		0			0				0			   0				0		0		0		0		0		0		3		0		0		0		0		0		0		0		0
563		  "幽冥光速拳精通"					0		 92		 0		 4		 4		 0		 5		0		 180		0			0				0			   0				0		0		0		0		0		0		3		0		0		0		0		0		0		0		0
564		  "嗜血之龙强化"					0		 110	 110	 4		 0		 3000	 5		0		 200		0			0				0			   0				0		0		0		0		0		0		3		0		0		0		0		0		0		0		0
565		  "鲜血咆哮"						0		 100	 200	 4		 0		 120000	 *		166		 0			0			0				0			   0				0		0		0		0		0		0		3		0		0		0		0		0		0		0		0
566		  "嗜血之龙精通"					0		 121	 121	 4		 0		 3000	 5		0		 200		0			0				0			   0				0		0		0		0		0		0		3		0		0		0		0		0		0		0		0
567		  "鲜血咆哮强化"					0		 110	 220	 4		 0		 120000	 *		167		 0			0			0				0			   0				0		0		0		0		0		0		3		0		0		0		0		0		0		0		0
568		  "装备武器强化"					0		 0		 0		 0		 0		 0		 *		0		 0			0			0				0			   0				0		0		0		0		0		0		3		0		0		0		0		0		0		0		0
569		  "斗神-御 强化"					0		 55		 11		 0		 5		 0		 *		153		 50			0			0				0			   0				0		0		0		0		0		0		3		0		0		0		0		0		0		0		0
571		  "装备武器精通"					0		 0		 0		 0		 0		 0		 *		0		 0			0			0				0			   0				0		0		0		0		0		0		3		0		0		0		0		0		0		0		0
572		  "斗神-御 精通"					0		 60		 12		 0		 5		 0		 *		154		 50			0			0				0			   0				0		0		0		0		0		0		3		0		0		0		0		0		0		0		0
573		  "斗神-命 强化"					0		 55		 11		 0		 5		 0		 *		155		 80			0			0				0			   0				0		0		0		0		0		0		3		0		0		0		0		0		0		0		0
578		  "减少耐久 (1)"					0		 0		 0		 0		 0		 0		 *		0		 0			0			0				0			   0				0		0		0		0		0		0		3		0		0		0		0		0		0		0		0
579		  "PVP防御率提高"					0		 0		 0		 0		 0		 0		 *		0		 0			0			0				0			   0				0		0		0		0		0		0		3		0		0		0		0		0		0		0		0
580		  "提高最大SD"					0		 0		 0		 0		 0		 0		 *		0		 0			0			0				0			   0				0		0		0		0		0		0		3		0		0		0		0		0		0		0		0
581		  "魔法值自动恢复力增加"				0		 0		 0		 0		 0		 0		 *		0		 0			0			0				0			   0				0		0		0		0		0		0		3		0		0		0		0		0		0		0		0
582		  "毒抵抗力提高"					0		 0		 0		 0		 0		 0		 *		0		 0			0			0				0			   0				0		0		0		0		0		0		3		0		0		0		0		0		0		0		0
583		  "减少耐久 (2)"					0		 0		 0		 0		 0		 0		 *		0		 0			0			0				0			   0				0		0		0		0		0		0		3		0		0		0		0		0		0		0		0
584		  "SD恢复速度提高"					0		 0		 0		 0		 0		 0		 *		0		 0			0			0				0			   0				0		0		0		0		0		0		3		0		0		0		0		0		0		0		0
585		  "生命力自动恢复力增加"				0		 0		 0		 0		 0		 0		 *		0		 0			0			0				0			   0				0		0		0		0		0		0		3		0		0		0		0		0		0		0		0
586		  "雷抵抗力提高"					0		 0		 0		 0		 0		 0		 *		0		 0			0			0				0			   0				0		0		0		0		0		0		3		0		0		0		0		0		0		0		0
587		  "防御力增加"					0		 0		 0		 0		 0		 0		 *		0		 0			0			0				0			   0				0		0		0		0		0		0		3		0		0		0		0		0		0		0		0
