//|================================================================|
//| Zythe CashShop Editor                                          |
//| Credit: Zyth3/louis                          [skype:tec-facil] |
//|================================================================|
//Cat	ID	Main	Item	Coin	Price	Bonus	PBase1	PBase2	PBase3	PBase4	PBase5	PBase6	PBase7	PBase8	PBase9	PBase10	PMain1	PMain2	PMain3	PMain4	PMain5	PMain6	PMain7	PMain8	PMain9	PMain10	Comment
43	294	294	1	508	1200	0	2940	0	0	0	0	0	0	0	0	0	2940	0	0	0	0	0	0	0	0	0	// Spirit Helm
43	295	295	1	508	1200	0	2950	0	0	0	0	0	0	0	0	0	2950	0	0	0	0	0	0	0	0	0	// Guardian Helm
43	296	296	1	508	1200	0	2960	0	0	0	0	0	0	0	0	0	2960	0	0	0	0	0	0	0	0	0	// Black Dragon Helm
43	297	297	1	508	1200	0	2970	0	0	0	0	0	0	0	0	0	2970	0	0	0	0	0	0	0	0	0	// Dark Phoenix Helm
43	298	298	1	508	1200	0	2980	0	0	0	0	0	0	0	0	0	2980	0	0	0	0	0	0	0	0	0	// Grand Soul Helm
43	299	299	1	508	1300	0	2990	0	0	0	0	0	0	0	0	0	2990	0	0	0	0	0	0	0	0	0	// Holy Spirit Helm
43	300	300	1	508	1300	0	3000	0	0	0	0	0	0	0	0	0	3000	0	0	0	0	0	0	0	0	0	// Great Dragon Helm
43	301	301	1	508	1300	0	3010	0	0	0	0	0	0	0	0	0	3010	0	0	0	0	0	0	0	0	0	// Dark Soul Helm
43	302	302	1	508	1300	0	3020	0	0	0	0	0	0	0	0	0	3020	0	0	0	0	0	0	0	0	0	// Red Spirit Helm
43	303	303	1	508	1300	0	3030	0	0	0	0	0	0	0	0	0	3030	0	0	0	0	0	0	0	0	0	// Light Plate Mask
43	304	304	1	508	1300	0	3040	0	0	0	0	0	0	0	0	0	3040	0	0	0	0	0	0	0	0	0	// Adamantine Mask
43	305	305	1	508	1300	0	3050	0	0	0	0	0	0	0	0	0	3050	0	0	0	0	0	0	0	0	0	// Dark Steel Mask
43	306	306	1	508	1300	0	3060	0	0	0	0	0	0	0	0	0	3060	0	0	0	0	0	0	0	0	0	// Dark Master Mask
43	307	307	1	508	1800	0	3070	0	0	0	0	0	0	0	0	0	3070	0	0	0	0	0	0	0	0	0	// Dragon Knight Helm
43	308	308	1	508	1800	0	3080	0	0	0	0	0	0	0	0	0	3080	0	0	0	0	0	0	0	0	0	// Venom Mist Helm
43	309	309	1	508	1800	0	3090	0	0	0	0	0	0	0	0	0	3090	0	0	0	0	0	0	0	0	0	// Sylphid Ray Helm
43	310	310	1	508	1800	0	3100	0	0	0	0	0	0	0	0	0	3100	0	0	0	0	0	0	0	0	0	// Sunlight Mask
43	311	311	1	508	1800	0	3110	0	0	0	0	0	0	0	0	0	3110	0	0	0	0	0	0	0	0	0	// Ashcrow Helm
43	312	312	1	508	1800	0	3120	0	0	0	0	0	0	0	0	0	3120	0	0	0	0	0	0	0	0	0	// Eclipse Helm
43	313	313	1	508	1800	0	3130	0	0	0	0	0	0	0	0	0	3130	0	0	0	0	0	0	0	0	0	// Glorious Mask
43	314	314	1	508	1800	0	3140	0	0	0	0	0	0	0	0	0	3140	0	0	0	0	0	0	0	0	0	// Iris Helm
43	315	315	1	508	5000	0	3150	0	0	0	0	0	0	0	0	0	3150	0	0	0	0	0	0	0	0	0	// Titan  Helm
43	316	316	1	508	5000	0	3160	0	0	0	0	0	0	0	0	0	3160	0	0	0	0	0	0	0	0	0	// Brave Helm
43	317	317	1	508	5000	0	3170	0	0	0	0	0	0	0	0	0	3170	0	0	0	0	0	0	0	0	0	// Seraphim Helm
43	318	318	1	508	5000	0	3180	0	0	0	0	0	0	0	0	0	3180	0	0	0	0	0	0	0	0	0	// Divine Helm
43	319	319	1	508	5000	0	3190	0	0	0	0	0	0	0	0	0	3190	0	0	0	0	0	0	0	0	0	// Royal Mask
43	320	320	1	508	5000	0	3200	0	0	0	0	0	0	0	0	0	3200	0	0	0	0	0	0	0	0	0	// Hades Helm
44	321	321	1	508	1000	0	3210	0	0	0	0	0	0	0	0	0	3210	0	0	0	0	0	0	0	0	0	// Bronze Armor
44	322	322	1	508	1000	0	3220	0	0	0	0	0	0	0	0	0	3220	0	0	0	0	0	0	0	0	0	// Dragon Armor
44	323	323	1	508	1000	0	3230	0	0	0	0	0	0	0	0	0	3230	0	0	0	0	0	0	0	0	0	// Pad Armor
44	324	324	1	508	1000	0	3240	0	0	0	0	0	0	0	0	0	3240	0	0	0	0	0	0	0	0	0	// Legendary Armor
44	325	325	1	508	1000	0	3250	0	0	0	0	0	0	0	0	0	3250	0	0	0	0	0	0	0	0	0	// Bone Armor
44	326	326	1	508	1000	0	3260	0	0	0	0	0	0	0	0	0	3260	0	0	0	0	0	0	0	0	0	// Leather Armor
44	327	327	1	508	1000	0	3270	0	0	0	0	0	0	0	0	0	3270	0	0	0	0	0	0	0	0	0	// Scale Armor
44	328	328	1	508	1000	0	3280	0	0	0	0	0	0	0	0	0	3280	0	0	0	0	0	0	0	0	0	// Sphinx Armor
44	329	329	1	508	1000	0	3290	0	0	0	0	0	0	0	0	0	3290	0	0	0	0	0	0	0	0	0	// Brass Armor
44	330	330	1	508	1200	0	3300	0	0	0	0	0	0	0	0	0	3300	0	0	0	0	0	0	0	0	0	// Plate Armor
44	331	331	1	508	1200	0	3310	0	0	0	0	0	0	0	0	0	3310	0	0	0	0	0	0	0	0	0	// Vine Armor
44	332	332	1	508	1200	0	3320	0	0	0	0	0	0	0	0	0	3320	0	0	0	0	0	0	0	0	0	// Silk Armor
44	333	333	1	508	100		0	3330	0	0	0	0	0	0	0	0	0	3330	0	0	0	0	0	0	0	0	0	// Wind Armor
44	334	334	1	508	1200	0	3340	0	0	0	0	0	0	0	0	0	3340	0	0	0	0	0	0	0	0	0	// Spirit Armor
44	335	335	1	508	1200	0	3350	0	0	0	0	0	0	0	0	0	3350	0	0	0	0	0	0	0	0	0	// Guardian Armor
44	336	336	1	508	1200	0	3360	0	0	0	0	0	0	0	0	0	3360	0	0	0	0	0	0	0	0	0	// Storm Crow Armor
44	337	337	1	508	1200	0	3370	0	0	0	0	0	0	0	0	0	3370	0	0	0	0	0	0	0	0	0	// Black Dragon Armor
44	338	338	1	508	1200	0	3380	0	0	0	0	0	0	0	0	0	3380	0	0	0	0	0	0	0	0	0	// Dark Phoenix Armor
44	339	339	1	508	1300	0	3390	0	0	0	0	0	0	0	0	0	3390	0	0	0	0	0	0	0	0	0	// Grand Soul Armor
44	340	340	1	508	1300	0	3400	0	0	0	0	0	0	0	0	0	3400	0	0	0	0	0	0	0	0	0	// Holy Spirit Armor
44	341	341	1	508	1300	0	3410	0	0	0	0	0	0	0	0	0	3410	0	0	0	0	0	0	0	0	0	// Thunder Hawk Armor
44	342	342	1	508	1300	0	3420	0	0	0	0	0	0	0	0	0	3420	0	0	0	0	0	0	0	0	0	// Great Dragon Armor
44	343	343	1	508	1300	0	3430	0	0	0	0	0	0	0	0	0	3430	0	0	0	0	0	0	0	0	0	// Dark Soul Armor
44	344	344	1	508	1300	0	3440	0	0	0	0	0	0	0	0	0	3440	0	0	0	0	0	0	0	0	0	// Hurricane Armor
44	345	345	1	508	1300	0	3450	0	0	0	0	0	0	0	0	0	3450	0	0	0	0	0	0	0	0	0	// Red Sprit Armor
44	346	346	1	508	1300	0	3460	0	0	0	0	0	0	0	0	0	3460	0	0	0	0	0	0	0	0	0	// Light Plate Armor
44	347	347	1	508	1300	0	3470	0	0	0	0	0	0	0	0	0	3470	0	0	0	0	0	0	0	0	0	// Adamantine Armor
44	348	348	1	508	1300	0	3480	0	0	0	0	0	0	0	0	0	3480	0	0	0	0	0	0	0	0	0	// Dark Steel Armor
44	349	349	1	508	1300	0	3490	0	0	0	0	0	0	0	0	0	3490	0	0	0	0	0	0	0	0	0	// Dark Master Armor
44	350	350	1	508	1800	0	3500	0	0	0	0	0	0	0	0	0	3500	0	0	0	0	0	0	0	0	0	// Dragon Knight Armor
44	351	351	1	508	1800	0	3510	0	0	0	0	0	0	0	0	0	3510	0	0	0	0	0	0	0	0	0	// Venom Mist Armor
44	352	352	1	508	1800	0	3520	0	0	0	0	0	0	0	0	0	3520	0	0	0	0	0	0	0	0	0	// Sylphid Ray Armor
44	353	353	1	508	1800	0	3530	0	0	0	0	0	0	0	0	0	3530	0	0	0	0	0	0	0	0	0	// Volcano Armor
44	354	354	1	508	1800	0	3540	0	0	0	0	0	0	0	0	0	3540	0	0	0	0	0	0	0	0	0	// Sunlight Armor
44	355	355	1	508	1800	0	3550	0	0	0	0	0	0	0	0	0	3550	0	0	0	0	0	0	0	0	0	// Ashcrow Armor
44	356	356	1	508	1800	0	3560	0	0	0	0	0	0	0	0	0	3560	0	0	0	0	0	0	0	0	0	// Eclipse Armor
44	357	357	1	508	1800	0	3570	0	0	0	0	0	0	0	0	0	3570	0	0	0	0	0	0	0	0	0	// Iris Armor
44	358	358	1	508	1800	0	3580	0	0	0	0	0	0	0	0	0	3580	0	0	0	0	0	0	0	0	0	// Valiant Armor
44	359	359	1	508	1800	0	3590	0	0	0	0	0	0	0	0	0	3590	0	0	0	0	0	0	0	0	0	// Glorious Armor
44	360	360	1	508	5000	0	3600	0	0	0	0	0	0	0	0	0	3600	0	0	0	0	0	0	0	0	0	// Titan  Armor
44	361	361	1	508	5000	0	3610	0	0	0	0	0	0	0	0	0	3610	0	0	0	0	0	0	0	0	0	// Brave Armor
44	362	362	1	508	5000	0	3620	0	0	0	0	0	0	0	0	0	3620	0	0	0	0	0	0	0	0	0	// Phantom  Armor
44	363	363	1	508	5000	0	3630	0	0	0	0	0	0	0	0	0	3630	0	0	0	0	0	0	0	0	0	// Destroy Armor
44	364	364	1	508	5000	0	3640	0	0	0	0	0	0	0	0	0	3640	0	0	0	0	0	0	0	0	0	// Seraphim Armor
44	365	365	1	508	5000	0	3650	0	0	0	0	0	0	0	0	0	3650	0	0	0	0	0	0	0	0	0	// Divine Armor
44	366	366	1	508	5000	0	3660	0	0	0	0	0	0	0	0	0	3660	0	0	0	0	0	0	0	0	0	// Royal Armor
44	367	367	1	508	5000	0	3670	0	0	0	0	0	0	0	0	0	3670	0	0	0	0	0	0	0	0	0	// Hades Armor
45	368	368	1	508	1000	0	3680	0	0	0	0	0	0	0	0	0	3680	0	0	0	0	0	0	0	0	0	// Bronze Pants
45	369	369	1	508	1000	0	3690	0	0	0	0	0	0	0	0	0	3690	0	0	0	0	0	0	0	0	0	// Dragon Pants
45	370	370	1	508	1000	0	3700	0	0	0	0	0	0	0	0	0	3700	0	0	0	0	0	0	0	0	0	// Pad Pants
45	371	371	1	508	1000	0	3710	0	0	0	0	0	0	0	0	0	3710	0	0	0	0	0	0	0	0	0	// Legendary Pants
45	372	372	1	508	1000	0	3720	0	0	0	0	0	0	0	0	0	3720	0	0	0	0	0	0	0	0	0	// Bone Pants
45	373	373	1	508	1000	0	3730	0	0	0	0	0	0	0	0	0	3730	0	0	0	0	0	0	0	0	0	// Leather Pants
45	374	374	1	508	1000	0	3740	0	0	0	0	0	0	0	0	0	3740	0	0	0	0	0	0	0	0	0	// Scale Pants
45	375	375	1	508	1000	0	3750	0	0	0	0	0	0	0	0	0	3750	0	0	0	0	0	0	0	0	0	// Sphinx Pants
45	376	376	1	508	1000	0	3760	0	0	0	0	0	0	0	0	0	3760	0	0	0	0	0	0	0	0	0	// Brass Pants
45	377	377	1	508	1200	0	3770	0	0	0	0	0	0	0	0	0	3770	0	0	0	0	0	0	0	0	0	// Plate Pants
45	378	378	1	508	1200	0	3780	0	0	0	0	0	0	0	0	0	3780	0	0	0	0	0	0	0	0	0	// Vine Pants
45	379	379	1	508	1200	0	3790	0	0	0	0	0	0	0	0	0	3790	0	0	0	0	0	0	0	0	0	// Silk Pants
45	380	380	1	508	1200	0	3800	0	0	0	0	0	0	0	0	0	3800	0	0	0	0	0	0	0	0	0	// Wind Pants
45	381	381	1	508	1200	0	3810	0	0	0	0	0	0	0	0	0	3810	0	0	0	0	0	0	0	0	0	// Spirit Pants
45	382	382	1	508	1200	0	3820	0	0	0	0	0	0	0	0	0	3820	0	0	0	0	0	0	0	0	0	// Guardian Pants
45	383	383	1	508	1200	0	3830	0	0	0	0	0	0	0	0	0	3830	0	0	0	0	0	0	0	0	0	// Storm Crow Pants
45	384	384	1	508	1200	0	3840	0	0	0	0	0	0	0	0	0	3840	0	0	0	0	0	0	0	0	0	// Black Dragon Pants
45	385	385	1	508	1200	0	3850	0	0	0	0	0	0	0	0	0	3850	0	0	0	0	0	0	0	0	0	// Dark Phoenix Pants
45	386	386	1	508	1300	0	3860	0	0	0	0	0	0	0	0	0	3860	0	0	0	0	0	0	0	0	0	// Grand Soul Pants
45	387	387	1	508	1300	0	3870	0	0	0	0	0	0	0	0	0	3870	0	0	0	0	0	0	0	0	0	// Holy Spirit Pants
45	388	388	1	508	1300	0	3880	0	0	0	0	0	0	0	0	0	3880	0	0	0	0	0	0	0	0	0	// Thunder Hawk Pants
45	389	389	1	508	1300	0	3890	0	0	0	0	0	0	0	0	0	3890	0	0	0	0	0	0	0	0	0	// Great Dragon Pants
45	390	390	1	508	1300	0	3900	0	0	0	0	0	0	0	0	0	3900	0	0	0	0	0	0	0	0	0	// Dark Soul Pants
45	391	391	1	508	1300	0	3910	0	0	0	0	0	0	0	0	0	3910	0	0	0	0	0	0	0	0	0	// Hurricane Pants
45	392	392	1	508	1300	0	3920	0	0	0	0	0	0	0	0	0	3920	0	0	0	0	0	0	0	0	0	// Red Spirit Pants
45	393	393	1	508	1300	0	3930	0	0	0	0	0	0	0	0	0	3930	0	0	0	0	0	0	0	0	0	// Light Plate Pants
45	394	394	1	508	1300	0	3940	0	0	0	0	0	0	0	0	0	3940	0	0	0	0	0	0	0	0	0	// Adamantine Pants
45	395	395	1	508	1300	0	3950	0	0	0	0	0	0	0	0	0	3950	0	0	0	0	0	0	0	0	0	// Dark Steel Pants
45	396	396	1	508	1300	0	3960	0	0	0	0	0	0	0	0	0	3960	0	0	0	0	0	0	0	0	0	// Dark Master Pants
45	397	397	1	508	1800	0	3970	0	0	0	0	0	0	0	0	0	3970	0	0	0	0	0	0	0	0	0	// Dragon Knight Pants
45	398	398	1	508	1800	0	3980	0	0	0	0	0	0	0	0	0	3980	0	0	0	0	0	0	0	0	0	// Venom Mist Pants
45	399	399	1	508	1800	0	3990	0	0	0	0	0	0	0	0	0	3990	0	0	0	0	0	0	0	0	0	// Sylphid Ray Pants
45	400	400	1	508	1800	0	4000	0	0	0	0	0	0	0	0	0	4000	0	0	0	0	0	0	0	0	0	// Volcano Pants
45	401	401	1	508	1800	0	4010	0	0	0	0	0	0	0	0	0	4010	0	0	0	0	0	0	0	0	0	// Sunlight Pants
45	402	402	1	508	1800	0	4020	0	0	0	0	0	0	0	0	0	4020	0	0	0	0	0	0	0	0	0	// Ashcrow Pants
45	403	403	1	508	1800	0	4030	0	0	0	0	0	0	0	0	0	4030	0	0	0	0	0	0	0	0	0	// Eclipse Pants
45	404	404	1	508	1800	0	4040	0	0	0	0	0	0	0	0	0	4040	0	0	0	0	0	0	0	0	0	// Iris Pants
45	405	405	1	508	1800	0	4050	0	0	0	0	0	0	0	0	0	4050	0	0	0	0	0	0	0	0	0	// Valiant Pants
45	406	406	1	508	1800	0	4060	0	0	0	0	0	0	0	0	0	4060	0	0	0	0	0	0	0	0	0	// Glorious Pants
45	407	407	1	508	5000	0	4070	0	0	0	0	0	0	0	0	0	4070	0	0	0	0	0	0	0	0	0	// Titan  Pants
45	408	408	1	508	5000	0	4080	0	0	0	0	0	0	0	0	0	4080	0	0	0	0	0	0	0	0	0	// Brave Pants
45	409	409	1	508	5000	0	4090	0	0	0	0	0	0	0	0	0	4090	0	0	0	0	0	0	0	0	0	// Phantom  Pants
45	410	410	1	508	5000	0	4100	0	0	0	0	0	0	0	0	0	4100	0	0	0	0	0	0	0	0	0	// Destroy Pants
45	411	411	1	508	5000	0	4110	0	0	0	0	0	0	0	0	0	4110	0	0	0	0	0	0	0	0	0	// Seraphim Pants
45	412	412	1	508	5000	0	4120	0	0	0	0	0	0	0	0	0	4120	0	0	0	0	0	0	0	0	0	// Divine Pants
45	413	413	1	508	5000	0	4130	0	0	0	0	0	0	0	0	0	4130	0	0	0	0	0	0	0	0	0	// Royal Pants
45	414	414	1	508	5000	0	4140	0	0	0	0	0	0	0	0	0	4140	0	0	0	0	0	0	0	0	0	// Hades Pants
46	415	415	1	508	1000	0	4150	0	0	0	0	0	0	0	0	0	4150	0	0	0	0	0	0	0	0	0	// Bronze Gloves
46	416	416	1	508	1000	0	4160	0	0	0	0	0	0	0	0	0	4160	0	0	0	0	0	0	0	0	0	// Dragon Gloves
46	417	417	1	508	1000	0	4170	0	0	0	0	0	0	0	0	0	4170	0	0	0	0	0	0	0	0	0	// Pad Gloves
46	418	418	1	508	1000	0	4180	0	0	0	0	0	0	0	0	0	4180	0	0	0	0	0	0	0	0	0	// Legendary Gloves
46	419	419	1	508	1000	0	4190	0	0	0	0	0	0	0	0	0	4190	0	0	0	0	0	0	0	0	0	// Bone Gloves
46	420	420	1	508	1000	0	4200	0	0	0	0	0	0	0	0	0	4200	0	0	0	0	0	0	0	0	0	// Leather Gloves
46	421	421	1	508	1000	0	4210	0	0	0	0	0	0	0	0	0	4210	0	0	0	0	0	0	0	0	0	// Scale Gloves
46	422	422	1	508	1000	0	4220	0	0	0	0	0	0	0	0	0	4220	0	0	0	0	0	0	0	0	0	// Sphinx Gloves
46	423	423	1	508	1000	0	4230	0	0	0	0	0	0	0	0	0	4230	0	0	0	0	0	0	0	0	0	// Brass Gloves
46	424	424	1	508	1200	0	4240	0	0	0	0	0	0	0	0	0	4240	0	0	0	0	0	0	0	0	0	// Plate Gloves
46	425	425	1	508	1200	0	4250	0	0	0	0	0	0	0	0	0	4250	0	0	0	0	0	0	0	0	0	// Vine Gloves
46	426	426	1	508	1200	0	4260	0	0	0	0	0	0	0	0	0	4260	0	0	0	0	0	0	0	0	0	// Silk Gloves
46	427	427	1	508	1200	0	4270	0	0	0	0	0	0	0	0	0	4270	0	0	0	0	0	0	0	0	0	// Wind Gloves
46	428	428	1	508	1200	0	4280	0	0	0	0	0	0	0	0	0	4280	0	0	0	0	0	0	0	0	0	// Spirit Gloves
46	429	429	1	508	1200	0	4290	0	0	0	0	0	0	0	0	0	4290	0	0	0	0	0	0	0	0	0	// Guardian Gloves
46	430	430	1	508	1200	0	4300	0	0	0	0	0	0	0	0	0	4300	0	0	0	0	0	0	0	0	0	// Storm Crow Gloves
46	431	431	1	508	1200	0	4310	0	0	0	0	0	0	0	0	0	4310	0	0	0	0	0	0	0	0	0	// Black Dragon Gloves
46	432	432	1	508	1200	0	4320	0	0	0	0	0	0	0	0	0	4320	0	0	0	0	0	0	0	0	0	// Dark Phoenix Gloves
46	433	433	1	508	1300	0	4330	0	0	0	0	0	0	0	0	0	4330	0	0	0	0	0	0	0	0	0	// Grand Soul Gloves
46	434	434	1	508	1300	0	4340	0	0	0	0	0	0	0	0	0	4340	0	0	0	0	0	0	0	0	0	// Holy Spirit Gloves
46	435	435	1	508	1300	0	4350	0	0	0	0	0	0	0	0	0	4350	0	0	0	0	0	0	0	0	0	// Thunder Hawk Gloves
46	436	436	1	508	1300	0	4360	0	0	0	0	0	0	0	0	0	4360	0	0	0	0	0	0	0	0	0	// Great Dragon Gloves
46	437	437	1	508	1300	0	4370	0	0	0	0	0	0	0	0	0	4370	0	0	0	0	0	0	0	0	0	// Dark Soul Gloves
46	438	438	1	508	1300	0	4380	0	0	0	0	0	0	0	0	0	4380	0	0	0	0	0	0	0	0	0	// Hurricane Gloves
46	439	439	1	508	1300	0	4390	0	0	0	0	0	0	0	0	0	4390	0	0	0	0	0	0	0	0	0	// Red Spirit Gloves
46	440	440	1	508	1300	0	4400	0	0	0	0	0	0	0	0	0	4400	0	0	0	0	0	0	0	0	0	// Light Plate Gloves
46	441	441	1	508	1300	0	4410	0	0	0	0	0	0	0	0	0	4410	0	0	0	0	0	0	0	0	0	// Adamantine Gloves
46	442	442	1	508	1300	0	4420	0	0	0	0	0	0	0	0	0	4420	0	0	0	0	0	0	0	0	0	// Dark Steel Gloves
46	443	443	1	508	1300	0	4430	0	0	0	0	0	0	0	0	0	4430	0	0	0	0	0	0	0	0	0	// Dark Master Gloves
46	444	444	1	508	1800	0	4440	0	0	0	0	0	0	0	0	0	4440	0	0	0	0	0	0	0	0	0	// Dragon Knight Gloves
46	445	445	1	508	1800	0	4450	0	0	0	0	0	0	0	0	0	4450	0	0	0	0	0	0	0	0	0	// Venom Mist Gloves
46	446	446	1	508	1800	0	4460	0	0	0	0	0	0	0	0	0	4460	0	0	0	0	0	0	0	0	0	// Sylphid Ray Gloves
46	447	447	1	508	1800	0	4470	0	0	0	0	0	0	0	0	0	4470	0	0	0	0	0	0	0	0	0	// Volcano Gloves
46	448	448	1	508	1800	0	4480	0	0	0	0	0	0	0	0	0	4480	0	0	0	0	0	0	0	0	0	// Sunlight Gloves
46	449	449	1	508	1800	0	4490	0	0	0	0	0	0	0	0	0	4490	0	0	0	0	0	0	0	0	0	// Ashcrow Gloves
46	450	450	1	508	1800	0	4500	0	0	0	0	0	0	0	0	0	4500	0	0	0	0	0	0	0	0	0	// Eclipse Gloves
46	451	451	1	508	1800	0	4510	0	0	0	0	0	0	0	0	0	4510	0	0	0	0	0	0	0	0	0	// Iris Gloves
46	452	452	1	508	1800	0	4520	0	0	0	0	0	0	0	0	0	4520	0	0	0	0	0	0	0	0	0	// Valiant Gloves
46	453	453	1	508	1800	0	4530	0	0	0	0	0	0	0	0	0	4530	0	0	0	0	0	0	0	0	0	// Glorious Gloves
46	454	454	1	508	5000	0	4540	0	0	0	0	0	0	0	0	0	4540	0	0	0	0	0	0	0	0	0	// Titan  Gloves
46	455	455	1	508	5000	0	4550	0	0	0	0	0	0	0	0	0	4550	0	0	0	0	0	0	0	0	0	// Brave Gloves
46	456	456	1	508	600		0	4560	0	0	0	0	0	0	0	0	0	4560	0	0	0	0	0	0	0	0	0	// Phantom  Gloves
46	457	457	1	508	5000	0	4570	0	0	0	0	0	0	0	0	0	4570	0	0	0	0	0	0	0	0	0	// Destroy Gloves
46	458	458	1	508	5000	0	4580	0	0	0	0	0	0	0	0	0	4580	0	0	0	0	0	0	0	0	0	// Seraphim Gloves
46	459	459	1	508	5000	0	4590	0	0	0	0	0	0	0	0	0	4590	0	0	0	0	0	0	0	0	0	// Divine Gloves
46	460	460	1	508	5000	0	4600	0	0	0	0	0	0	0	0	0	4600	0	0	0	0	0	0	0	0	0	// Royal Gloves
46	461	461	1	508	5000	0	4610	0	0	0	0	0	0	0	0	0	4610	0	0	0	0	0	0	0	0	0	// Hades Gloves
47	192	192	1	508	1300	0	1920	0	0	0	0	0	0	0	0	0	1920	0	0	0	0	0	0	0	0	0	// Hurricane Boots
47	462	462	1	508	1000	0	4620	0	0	0	0	0	0	0	0	0	4620	0	0	0	0	0	0	0	0	0	// Bronze Boots
47	463	463	1	508	1000	0	4630	0	0	0	0	0	0	0	0	0	4630	0	0	0	0	0	0	0	0	0	// Dragon Boots
47	464	464	1	508	1000	0	4640	0	0	0	0	0	0	0	0	0	4640	0	0	0	0	0	0	0	0	0	// Pad Boots
47	465	465	1	508	1000	0	4650	0	0	0	0	0	0	0	0	0	4650	0	0	0	0	0	0	0	0	0	// Legendary Boots
47	466	466	1	508	1000	0	4660	0	0	0	0	0	0	0	0	0	4660	0	0	0	0	0	0	0	0	0	// Bone Boots
47	467	467	1	508	1000	0	4670	0	0	0	0	0	0	0	0	0	4670	0	0	0	0	0	0	0	0	0	// Leather Boots
47	468	468	1	508	1000	0	4680	0	0	0	0	0	0	0	0	0	4680	0	0	0	0	0	0	0	0	0	// Scale Boots
47	469	469	1	508	1000	0	4690	0	0	0	0	0	0	0	0	0	4690	0	0	0	0	0	0	0	0	0	// Sphinx Boots
47	470	470	1	508	1000	0	4700	0	0	0	0	0	0	0	0	0	4700	0	0	0	0	0	0	0	0	0	// Brass Boots
47	471	471	1	508	1200	0	4710	0	0	0	0	0	0	0	0	0	4710	0	0	0	0	0	0	0	0	0	// Plate Boots
47	472	472	1	508	1200	0	4720	0	0	0	0	0	0	0	0	0	4720	0	0	0	0	0	0	0	0	0	// Vine Boots
47	473	473	1	508	1200	0	4730	0	0	0	0	0	0	0	0	0	4730	0	0	0	0	0	0	0	0	0	// Silk Boots
47	474	474	1	508	1200	0	4740	0	0	0	0	0	0	0	0	0	4740	0	0	0	0	0	0	0	0	0	// Wind Boots
47	475	475	1	508	1200	0	4750	0	0	0	0	0	0	0	0	0	4750	0	0	0	0	0	0	0	0	0	// Spirit Boots
47	476	476	1	508	1200	0	4760	0	0	0	0	0	0	0	0	0	4760	0	0	0	0	0	0	0	0	0	// Guardian Boots
47	477	477	1	508	1200	0	4770	0	0	0	0	0	0	0	0	0	4770	0	0	0	0	0	0	0	0	0	// Storm Crow Boots
47	478	478	1	508	1200	0	4780	0	0	0	0	0	0	0	0	0	4780	0	0	0	0	0	0	0	0	0	// Black Dragon Boots
47	479	479	1	508	1200	0	4790	0	0	0	0	0	0	0	0	0	4790	0	0	0	0	0	0	0	0	0	// Dark Phoenix Boots
47	480	480	1	508	1300	0	4800	0	0	0	0	0	0	0	0	0	4800	0	0	0	0	0	0	0	0	0	// Grand Soul Boots
47	481	481	1	508	1300	0	4810	0	0	0	0	0	0	0	0	0	4810	0	0	0	0	0	0	0	0	0	// Holy Spirit Boots
47	482	482	1	508	1300	0	4820	0	0	0	0	0	0	0	0	0	4820	0	0	0	0	0	0	0	0	0	// Thunder Hawk Boots
47	483	483	1	508	1300	0	4830	0	0	0	0	0	0	0	0	0	4830	0	0	0	0	0	0	0	0	0	// Great Dragon Boots
47	484	484	1	508	1300	0	4840	0	0	0	0	0	0	0	0	0	4840	0	0	0	0	0	0	0	0	0	// Dark Soul Boots
47	486	486	1	508	1300	0	4860	0	0	0	0	0	0	0	0	0	4860	0	0	0	0	0	0	0	0	0	// Red Spirit Boots
47	487	487	1	508	1300	0	4870	0	0	0	0	0	0	0	0	0	4870	0	0	0	0	0	0	0	0	0	// Light Plate Boots
47	488	488	1	508	1300	0	4880	0	0	0	0	0	0	0	0	0	4880	0	0	0	0	0	0	0	0	0	// Adamantine Boots
47	489	489	1	508	1300	0	4890	0	0	0	0	0	0	0	0	0	4890	0	0	0	0	0	0	0	0	0	// Dark Steel Boots
47	490	490	1	508	1300	0	4900	0	0	0	0	0	0	0	0	0	4900	0	0	0	0	0	0	0	0	0	// Dark Master Boots
47	491	491	1	508	1800	0	4910	0	0	0	0	0	0	0	0	0	4910	0	0	0	0	0	0	0	0	0	// Dragon Knight Boots
47	492	492	1	508	1800	0	4920	0	0	0	0	0	0	0	0	0	4920	0	0	0	0	0	0	0	0	0	// Venom Mist Boots
47	493	493	1	508	1800	0	4930	0	0	0	0	0	0	0	0	0	4930	0	0	0	0	0	0	0	0	0	// Sylphid Ray Boots
47	494	494	1	508	1800	0	4940	0	0	0	0	0	0	0	0	0	4940	0	0	0	0	0	0	0	0	0	// Volcano Boots
47	495	495	1	508	1800	0	4950	0	0	0	0	0	0	0	0	0	4950	0	0	0	0	0	0	0	0	0	// Sunlight Boots
47	496	496	1	508	1800	0	4960	0	0	0	0	0	0	0	0	0	4960	0	0	0	0	0	0	0	0	0	// Ashcrow Boots
47	497	497	1	508	1800	0	4970	0	0	0	0	0	0	0	0	0	4970	0	0	0	0	0	0	0	0	0	// Eclipse Boots
47	498	498	1	508	1800	0	4980	0	0	0	0	0	0	0	0	0	4980	0	0	0	0	0	0	0	0	0	// Iris Boots
47	499	499	1	508	1800	0	4990	0	0	0	0	0	0	0	0	0	4990	0	0	0	0	0	0	0	0	0	// Valiant Boots
