//Index   Message
830       "[TvTEvent] đã kết thúc!"
831       "[TvTEvent] Bạn không thể vào!"
832       "[TvTEvent] Chưa mở!"
833       "[TvTEvent] Bạn không có item cần thiết để vào!"
834       "Bạn không đủ tiền để mua!"
835       "Không được phép trong Trade!"
836       "Đã trừ %d Zen cho lệnh!"
837       "Chi phí sử dụng: %d WC, %d WP, %d GP!"
838       "Nhập lại lệnh nếu bạn muốn dùng!"
839       "Có người trong guild đang mở rương!"
840       "Bạn không có quyền truy cập rương Guild!"
841       "%s đã ban nhân vật %s trong %d ngày!"
842       "%s đã ban tài khoản nhân vật %s trong %d ngày!"
843       "[AntiHack] Phát hiện SpeedHack!"
844       "[Trade] Cần %d Zen!"
845       "[Trade] Cần %d WC!"
846       "[Trade] Cần %d WP!"
847       "[Trade] Cần %d GP!"
848       "[Trade] %s không đủ điều kiện!"
849       "[QUEST %d] Cần %d WC để thực hiện!"
850       "[QUEST %d] Cần %d WP để thực hiện!"
851       "[QUEST %d] Cần %d GP để thực hiện!"
852       "[QUEST %d] Không đủ chỗ trống để nhận thưởng!"
853       "[QUEST %d] Buff này đang hoạt động, hãy làm quest sau!"
854       "Còn %d quái nữa để hoàn thành nhiệm vụ!"
855       "Nhiệm vụ Hoàn Thành!"
856       "[QUEST %d] Bạn không đạt danh hiệu/patente yêu cầu!"
857       "[QUEST %d] Cần %d Kill(s) để tiếp tục!"
858       "Khu tân thủ! Sẽ ra ngoài sau %d giây"
859       "Bạn không thể vào khu này! Sẽ ra ngoài sau %d giây"
860       "[QUEST] Chúc mừng, bạn đã làm xong quest này!"
861       "Bạn đang PK, không thể sử dụng"
862       "Nhân vật kia đang PK, không thể sử dụng"
863       "[GvGEvent] đóng sau %d phút"
864       "Vào sự kiện Guild vs Guild"
865       "[GvGEvent] đã đóng!"
866       "[GvGEvent] sẽ bắt đầu sau %d phút"
867       "[GvGEvent] đã bắt đầu!"
868       "[GvGEvent] đã kết thúc!"
869       "[GvGEvent] Bạn không thể vào!"
870       "[GvGEvent] Chưa mở!"
871       "[GvGEvent] Bạn không có item cần để vào!"
872       "[GvGEvent] Bạn phải ở trong một guild!"
873       "[GvGEvent] Guild Master phải vào trước!"
874       "[GvGEvent] Guild %s vừa ghi %d điểm!"
875       "[GvGEvent] Đã hủy!"
876       "[GvGEvent] Guild %s đã thắng sự kiện!"
877       "[ExchangeCoin] Cần %d WC!"
878       "[ExchangeCoin] Cần %d WP!"
879       "[ExchangeCoin] Cần %d GP!"
880       "[ExchangeCoin] Đổi thành công!"
900       "[FINDPATH] nếu nhanh hãy đến %s!"
901       "[FINDPATH] Sự kiện bắt đầu trong: %d phút!"
902       "[FINDPATH] Sự kiện đã bắt đầu"
903       "[FINDPATH] người thắng hiện tại: %s"
904       "[FINDPATH] Sự kiện Chạy Nhanh đã kết thúc"
905       "[FINDPATH] Sự kiện kết thúc sau: %d"
end
